FSC-A	FSC-H	SSC-A	<PE-A>: JAK1	<PerCP-Cy5-5-A>: CD25	<Pacific Blue-A>: pSTAT5	<APC-A>: STAT5
77696	75712	1.07263994e5	9424.19336	25854.7188	24577.873	14825.1621
64512	50496	1.07071996e5	3971.2207	9364.63574	26535.7207	9827.75586
50176	52288	1.06623995e5	4016.2666	8688.84277	13250.626	9807.36426
47488	49472	84224	4041.32275	13177.248	20074.1973	9456.91992
30208	30208	60928	5972.00684	10905.0625	23235.9824	11182.3271
59008	63232	71040	8150.54346	17065.6543	11754.4443	7326.13184
35904	36992	67520	5010.97705	15284.502	13563.8574	8496.34277
32192	24896	1.01056004e5	8381.92871	23174.0938	38644.2812	12974.4346
69056	68480	92608	3555.94214	5320.6416	26542.3086	9232.06738
51136	47360	88000	6511.53076	24797.0566	10339.5635	8464.87598
21056	15360	1.08800006e5	5871.45117	21058.9707	25995.0449	10723.1689
45952	42752	60480	5317.50439	7080.39307	20058.5527	9406.80762
87104	73408	1.22751999e5	3809.02686	16100.0186	31312.2793	17029.6113
36096	33728	81152	6796.64844	7204.82471	39067.5469	9021.68945
57472	61312	65664	4106.08057	6246.02246	9003.51172	5866.87354
36352	35712	74816	2627.82495	4148.14258	14877.0107	6941.25342
17984	15680	1.28447998e5	9596.57422	16314.5322	15889.0664	10390.3047
25792	22336	75904	4982.09375	14551.0029	5790.15137	9337.24414
43712	46080	84032	4184.96289	10624.04	30556.1895	9614.86133
31808	30016	1.23008001e5	6483.23193	11043.5137	30753.4941	10862.8125
36160	36224	84032	4705.6123	11199.7363	20515.0195	8571.4834
90496	90496	94144	6006.95068	13795.6445	14838.6426	11975.2197
46848	34176	1.39776003e5	8150.75244	23249.3047	25605.6016	13026.2129
79296	82752	1.13471997e5	7053.0376	10064.5615	28863.4531	11628.9229
45056	41472	65728	5341.65625	7221.54297	19994.3359	7203.47754
50752	45056	91584	4439.36133	6452.27441	21613.1309	8585.78418
46528	43392	1.10016e5	8953.87988	15403.4551	58299.0469	26433.9609
45760	47744	65600	3309.02612	6313.11035	33277.2539	8586.09863
23424	18880	46016	3481.74854	2750.99609	16137.3984	6458.73828
52928	51712	64448	3271.01172	11759.4287	24913.7734	7254.45947
54528	56448	48576	4736.49951	8737.3584	5403.92725	5435.56787
53248	45312	1.12512004e5	10507.8662	19357.7461	64834.4414	12320.5586
44736	38976	1.15711999e5	8077.63672	21070.1992	32170.416	8857.29785
59968	60224	82624	4620.05957	10193.2939	8094.80225	9094.65918
35712	27904	1.25696003e5	8593.25781	8658.12988	45082.5078	8954.04395
94272	88128	1.30623996e5	8959.58887	28056.6309	61302.6484	23873.7383
32192	29056	81344	7561.03125	25122.7871	7086.18896	10581.2021
34944	28224	1.07263994e5	7387.11963	19668.7891	29534.3926	12506.7949
44416	37312	89152	5808.01025	12019.4316	20367.0508	7006.73438
33664	24128	1.06239998e5	5286.2876	13647.3037	22470.0371	9885.65332
35200	32512	63616	3286.81396	6965.97217	24617.1914	8311.60938
42560	44032	69376	2418.1145	6768.07666	8954.62305	7466.38232
31232	26496	63744	6028.86963	20833.6914	6684.03906	9834.55078
31936	32512	72256	3443.30981	4619.92529	22957.5195	8261.68457
44864	45376	62784	3816.19922	13580.123	15350.7549	8621.87988
43136	41344	1.35808003e5	6872.53271	11985.4883	14164.7432	15500.7354
54208	53376	93696	10023.7822	6263.93652	20009.1348	8878.3418
51904	52416	78976	4724.00488	5851.46143	20710.7715	10914.1035
29760	21312	75136	5027.47119	11684.125	6943.78027	8201.14551
78784	73280	1.43807993e5	6060.35645	12228.4766	38993.1328	14354.2002
56576	57856	52928	5104.74658	14892.8164	2149.06958	8600.11719
52352	48640	99968	5658.11914	15216.8057	27698.6777	10823.2002
33472	27328	91904	4019.89038	7852.78027	17616.5918	11529.8613
40384	32576	1.15968001e5	6947.01172	16206.4033	29398.2461	12524.6123
50816	48384	86336	3215.85669	6066.17822	19835.2344	8036.93701
56640	54720	97472	5753.97949	10332.3789	30890.875	14687.1641
35904	33600	1.53408003e5	8962.86426	11979.7871	31978.8164	11837.4941
30720	25152	80576	4977.0625	5883.42822	19481.9277	9094.02051
24768	17600	93888	5612.72168	10318.6797	43503.9609	12098.627
35072	31744	68864	5847.61426	14645.6641	17246.4688	7261.25684
58496	52672	71360	2477.05298	6295.3457	11176.2666	8347.12793
41152	41920	57088	3905.37476	14010.2686	5594.62402	8931.25293
57344	49792	1.13663995e5	5637.10693	12061.5762	25871.0938	7676.45312
52352	45568	82816	6653.51758	13524.1006	17225.7246	8619.1377
59712	55232	1.17887998e5	8269.31543	20289.5723	49676.7305	12375.5986
57792	57344	1.04576004e5	6390.40234	10854.5547	34502.2617	10415.0889
43456	36480	98816	8116.13135	15739.3555	37311.1406	9121.74512
22656	17792	95616	5418.31445	8185.20264	26838.2305	7498.80225
81344	86528	1.19296002e5	6077.65381	12172.21	34004.4453	15570.3291
53376	47168	95168	4497.22168	5650.59277	18551.7305	7315.16748
31744	28864	78464	1673.53735	7210.21729	13244.5879	7603.94873
69248	62208	1.30367994e5	8081.47217	19283.793	40863.3594	12990.4893
26752	21120	77952	4552.98633	15210.251	21507.9727	15047.4121
27840	23680	73088	4371.51465	3598.94775	18193.1836	6752.10059
24576	17216	1.00031996e5	6536.69775	13580.7559	19792.9727	7218.74463
32960	33408	75072	5753.80811	7749.83691	38663.9141	8133.30957
40704	28416	1.28128004e5	6323.79736	8515.29395	36571.332	10323.9658
37504	34880	86720	4388.37793	14582.9365	24579.9141	10987.999
48256	38336	1.01567996e5	7282.97949	15823.2412	14377.8047	14106.6562
44480	33472	1.15328002e5	7515.13867	6008.76807	28940.5977	9192.58203
66496	65792	84480	7253.54004	11881.5381	24845.3262	11171.1436
34112	23872	1.13152003e5	5507.53369	10471.8594	29235.6602	12684.8867
61888	63232	95040	6719.64062	23057.5234	23742.8535	10772.0596
31104	20992	83584	6719.3623	8734.73535	3984.55835	7300.271
58048	49920	1.23712003e5	4467.43408	11623.2168	34282.5703	11019.3496
51840	45376	1.35743999e5	9846.50684	25078.9082	29669.5801	20331.7832
53568	56128	68096	5247.54883	14076.7295	16618.9922	12129.3379
76800	76352	1.32096004e5	7355.87012	19475.6895	30305.7695	11591.7471
59904	60352	1.60448003e5	8965.10059	28219.7871	44430.4258	20502.877
27008	25280	81344	5971.11328	7961.23291	33365.0977	8181.53271
48768	42304	1.12512004e5	3914.08765	15886.1592	24820.748	10071.7969
37568	30720	84480	5479.74951	11605.3701	16506.2031	10938.1221
34048	31744	77312	6282.48193	6128.76074	21647.791	7637.05029
38272	33920	1.23264003e5	8557.71094	31436.1582	4766.46436	9746.56348
46528	43904	58816	3483.35889	3533.35913	11235.8438	7711.36182
25728	21312	1.12191999e5	8299.72754	13721.6855	25661.0684	11572.7607
42944	35904	90496	6259.30371	11503.9336	16141.1328	11606.6855
49088	45504	76096	5351.80957	6314.9375	2975.02979	6694.49658
24512	19136	98368	5969.58105	5779.89111	18283.0371	9425.57129
63872	61056	1.32032001e5	5496.44824	12547.4502	12949.498	14081.0596
37696	25408	79744	4465.24512	13328.2119	9241.02539	7729.84473
26112	20864	1.37215996e5	7725.39307	18652.0137	38598.3359	20265.9062
27904	25792	86272	5239.79688	9949.56348	41921.7109	8113.0293
41856	39680	53696	3733.91455	13260.126	12949.2285	7136.50342
75392	76160	55808	4466.26123	15828.6006	19659.9883	9010.76855
74624	76352	87744	3545.55054	9833.64844	25846.9297	10017.3115
67392	65792	1.24031997e5	4577.30078	5632.25244	27532.0625	12677.1777
45504	43584	86144	6686.91113	6758.99561	14461.9512	6947.02441
41280	44032	84608	6393.69141	15531.8408	21743.3574	11814.3623
31488	19456	1.23199999e5	7423.41504	20192.9434	10862.334	16344.9912
48640	45888	73280	4244.73926	7223.57568	23168.832	6997.49707
39616	33088	68096	4405.32275	16331.2568	7599.13721	7265.18848
30016	20544	94144	6275.06836	23321.8828	31154.9648	10573.0723
38272	35200	51264	4061.02734	10507.21	4755.4043	6255.08984
26496	21376	1.03999996e5	4022.49854	7658.88135	33424.2891	10513.915
27392	20800	1.03680003e5	5295.42188	7710.12109	22894.2383	7127.5835
35520	32640	88192	6307.29053	7449.86084	9405.17383	6203.61523
25856	22144	95488	4966.94922	7495.86816	13517.0996	8786.19043
82368	77504	99648	3560.11353	9300.3291	8035.57324	7987.18652
46976	36352	1.08288002e5	5830.83691	17228.4316	28115.4355	11261.084
50624	50368	58624	4738.58447	4895.6333	16155.5068	8302.2627
55232	45888	81792	2834.40039	9674.78906	16681.5254	7728.94531
37504	24704	1.24223995e5	8590.07031	26648.4121	10837.8252	18771.6289
60480	60800	72896	5371.9292	14223.9756	24741.9688	10371.5332
67520	68160	88256	3832.77832	5522.604	2790.32031	10088.4463
44416	42880	89088	8150.19971	15220.8057	44530.3477	17602.0039
31104	23680	1.13984001e5	9549.43359	14581.7998	31229.8711	11188.4834
30208	23552	65152	2389.52222	3271.49951	7051.79053	6284.50635
70016	68224	1.03040004e5	6430.09229	7123.41211	36016.0273	12919.0449
21824	17984	58560	4205.4707	7509.27881	23970.3027	7681.42627
55168	54720	47040	5092.31982	3955.16553	15633.4336	5677
86144	79232	1.24992001e5	19766.2734	12326.4541	53557.8828	14854.5625
41984	36864	1.37984002e5	8892.32617	20068.8516	59154.3438	18998.1855
49280	49984	1.02400005e5	7131.49365	16753.9766	42050.375	11039.3887
81920	78976	66432	3951.86768	11238.6104	21437.8555	6957.88672
57664	54784	85120	6626.41602	4430.01562	18711.0684	9210.54102
67072	67776	1.04895997e5	4693.00195	7904.8457	32764.4688	10495.709
1.01440001e5	96768	1.06623995e5	9282.08496	22736.5938	39963.5664	22470.0781
71296	66944	1.06496e5	4896.79932	11741.9199	24610.2676	11934.4072
71872	69568	76992	6412.70215	12048.2998	24031.9297	9475.91992
55936	54528	70720	5641.33838	10567.5117	10132.2793	7975.55029
43840	38656	75328	5168.39062	9089.93945	15512.7314	7928.3374
30976	27584	82880	5125.60791	10614.9287	29446.2871	8665.83398
40448	30720	1.02528e5	5521.36523	18125.1074	3955.83154	12296.3184
39168	35904	88192	4583.44629	19019.0645	23296.1445	13825.5557
66688	49600	1.07008004e5	11819.8867	31525.7344	17220.127	17692.9023
76864	81664	1.11360002e5	8530.83203	8849.47559	31417.3359	9397.00586
28800	20800	77056	4160.56396	11989.9795	24426.1387	7420.9541
37312	38144	64320	3201.54907	2505.73145	10783.0176	3521.73853
57984	50816	76672	6111.97217	22124.7344	23455.5625	11494.0195
74688	62976	83840	7724.50781	23651.709	27200.25	12658.9443
23296	16576	68672	4899.14014	12518.3506	24704.3359	13392.1406
42368	40128	79552	3272.55542	9560.66895	14009.7871	4675.95215
46336	47488	68544	3919.18677	5487.23193	20234.2852	5166.07568
43392	42432	85376	8262.0127	18244.1152	21389.0879	8700.22363
28608	22976	89728	6954.81104	15706.208	3055.47388	14128.2422
50368	54144	60032	4333.76074	6697.76758	15250.4346	5643.20264
44992	39744	78272	2539.87378	4550.229	10867.8174	9115.83887
65280	67456	61696	4609.17041	15659.4043	15326.9775	7120.2666
54336	52224	50816	2928.7124	6313.68213	20188.75	6574.56055
61120	59968	70912	5787.36182	6362.31494	10746.1074	10842.623
58624	55040	72896	4265.68799	10938.6709	23371.6191	8198.29688
51328	46720	98432	6646.32812	24437.0703	23952.7695	8425.78516
60096	53312	68928	3024.19849	15260.4121	3609.04248	8122.90967
50688	43712	1.38048005e5	6301.01416	24433.5664	8645.43652	18781.4297
17792	12928	87488	7378.52197	16781.9277	10160.001	6418.82471
47808	44416	1.07904005e5	7122.63477	8184.50342	31687.582	14003.7939
52992	53248	63488	3320.92139	7454.57617	15776.9385	8117.62305
77248	80064	67648	4498.48535	13802.3008	15127.123	8242.91699
54784	55936	75136	6256.02686	17485.3047	34273.5586	9744.64453
46592	34944	1.43552008e5	6299.61523	10688.6523	38260.7109	13525.4209
50816	45120	64576	4764.49072	4127.26367	4575.14453	6911.93066
28800	24384	98880	6170.72559	13641.124	37450.3242	10054.9541
54656	49088	76672	6903.95801	15309.1855	17451.2559	6932.70068
38912	36416	60160	6895.42725	13025.7656	12683.0986	8203.82324
77504	77376	90048	4458.64893	22602.9219	8231.31055	13424.29
78144	75840	74432	5694.69775	20550.1484	23753.2656	10666.9688
16128	12736	96896	8806.31348	26846.7676	24650.9316	11269.7227
86592	87232	1.23456001e5	6608.45557	21886.6953	17933.8789	11875.3379
43712	44672	56128	5833.74023	6996.0083	14229.7725	6830.52441
19904	16704	80512	6164.61279	6370.1792	8724.70117	5979.52393
39040	32704	1.27103996e5	9373.19727	16392.2773	33664.2461	12601.6768
35008	33280	94656	5299.68066	7188.81592	19850.2891	11896.0088
44032	36800	1.16095996e5	7328.11084	16259.2998	10303.0078	17587.9355
64448	58112	1.10847998e5	4729.03955	8295.34277	22209.5566	10562.2461
31040	29440	67456	3706.01392	16436.9551	16995.7734	6717.03174
35456	32064	1.11295998e5	6474.0752	8249.9707	6006.0166	8572.60449
29376	29888	85440	4002.38232	5860.34766	17470.5879	9439.76758
52544	53248	72512	3070.8623	6554.70508	16949.2734	7831.28467
66944	62912	84032	6067.56055	19216.5352	10607.3047	9896.6709
33664	30400	60544	4484.2832	4680.91943	14215.0537	7211.35254
60736	58496	1.60383997e5	6220.87061	13742.4844	1472.33923	14819.127
41984	41024	1.27743995e5	6959.31836	23334.1367	17323.9805	14258.416
73472	77376	88512	3900.96924	7023.98389	27160.6348	15273.249
37696	34880	73024	5468.16113	15480.1074	13602.9121	8619.77441
47872	45120	1.11424005e5	8183.979	23116.2246	32286.1191	20252.8047
29120	29888	72192	4702.90527	8780.20801	7613.41895	8136.61279
61376	62144	92736	8012.40332	21074.1504	19235.5371	11818.5547
63232	58048	97280	3780.40234	8786.50781	11260.373	10396.6113
51392	47616	94720	8704.3291	5565.73633	7962.01465	9565.83203
37504	33024	92800	5246.85107	7035.75928	21021.3926	9616.16797
62208	51520	1.10976005e5	6791.36035	16747.6074	33026.5742	23741.8184
43648	42624	94656	5425.36621	5067.03027	18125.8867	9336.99316
61184	62784	90944	6233.7207	10611.4414	21259.957	8244.81348
69248	68224	80896	4845.84619	4742.53516	24776.3535	8644.0957
38912	35904	68096	3358.12134	3740.35693	1159.573	8039.36963
26304	24128	58752	4619.1665	9293.49609	19423.1758	7008.47168
94976	82176	76032	3898.16553	7550.72168	14576.125	9111.51953
40896	41152	74560	5095.32275	13769.29	6467.03564	8630.06152
34816	28800	1.27040005e5	7579.125	17616.2344	38259.5781	17962.6191
32320	25920	98496	7185.21729	15185.5732	36172.7539	15682.9883
79360	77824	1.26015997e5	7697.67871	9907.84863	35677.9688	10801.7832
23616	16000	1.18848001e5	6472.41748	11682.7598	24379.4395	14149.7861
63552	56064	65216	4326.80615	8841.46191	13965.6035	12759.0498
42048	40256	1.16224003e5	8487.40332	23486.4629	32845.4414	8868.0332
31296	24384	76480	3140.5022	6594.91504	16847.4102	8385.6875
75520	76160	71104	3411.65454	9044.65723	5941.86768	6646.23535
57088	60096	84224	6197.1167	13819.1963	15619.1514	13749.5703
57664	58240	94400	5795.13965	7057.02051	31695.3672	12838.1045
34880	33408	72448	2907.81982	9976.1123	13509.0283	8360.28125
22016	16768	83392	6021.71582	7441.85303	27285.7695	8263.56641
25472	22656	90496	6538.8291	13033.5488	29040.4668	8722.54688
43840	41408	83776	6341.49756	15683.5762	37901.082	9978.94727
37696	33600	70400	5479.25049	5591.60107	33287.6523	12663.5566
51328	49600	1.13792002e5	6882.50293	12254.5264	31730.3711	10688.4297
46336	44288	94528	5996.95068	5267.09375	23861.6582	7654.88379
41792	34624	1.32480001e5	8915.08789	19272.4355	20995.877	15612.2012
36864	33984	71744	5703.81592	14498.4492	28438.4727	10218.4756
26688	24320	70720	5161.99805	5485.92236	15700.3311	8211.58691
44416	39488	1.37663996e5	10690.582	11812.3789	54538.4492	11500.167
48192	48000	72192	3101.7688	3766.55933	14904.4375	7117.90332
26688	27456	61888	2765.34717	2974.98364	16514.0469	8650.61914
33600	28800	75456	5357.52832	7497.7876	1161.88135	12385.8848
41344	36416	77248	2838.13989	8857.58008	8770.09082	9007.21484
77184	76352	1.05216002e5	8113.60938	14008.4033	29326.9707	12145.5957
28416	26560	74880	4513.90234	3593.85278	14455.2598	8088.42627
41280	39104	92224	4638.64307	18404.7344	23428.0547	13715.0039
51200	43136	80256	5444.24854	7429.4209	33556.1875	14538.3262
56000	51584	76416	6867.01074	9835.10547	22511.5469	10752.2822
44672	43648	97024	6610.02246	14370.5215	15175.8213	14319.0596
31936	27072	83712	5079.52686	15044.7266	18607.5781	6597.72754
54464	54272	80896	2080.36426	5207.37256	17511.4277	7548.75098
40576	39232	84160	5267.40723	14318.3311	17361.6191	8964.77734
50240	40000	98624	5896.29736	17455.918	22668.7266	9219.77344
31680	23552	1.11360002e5	7043.20312	18000.4336	24854.5879	13379.376
83712	86400	1.04639995e5	5337.68604	17332.5508	4624.16406	9579.95312
80320	84416	62720	5945.8999	6228.70557	23395.7207	8368.24414
76928	77632	89088	6760.52002	10700.1748	22425.9941	11584.127
45056	41216	76352	4393.84717	12302.8018	20391.8652	10517.6123
35456	38592	79936	7387.16016	15289.0371	19329.4727	11003.3525
36224	31296	1.24608004e5	7028.13086	14358.6162	23619.3184	8308.30469
66688	60224	97792	6072.81543	6760.70947	19711.4922	9550.69531
35584	26368	52096	2279.99707	10801.6318	7361.729	9105.45801
18816	14464	68864	6304.58398	5127.43213	19030.3691	6028.65723
35904	31232	1.06304002e5	6453.37402	5222.68604	15152.3467	8945.67188
33408	32960	98816	5910.84375	10622.8193	9958.43262	8873.5332
77824	68480	99520	10467.166	35528.2539	4872.69141	17092.5859
57472	51520	1.44832001e5	8245.98633	18673.6699	34271.7656	16376.5166
27136	22848	1.05727994e5	9960.6582	15738.042	33196.3125	12286.1924
34304	22208	1.09440004e5	6021.24023	5694.55566	46752.332	13052.3115
38848	29120	1.21855998e5	7431.68408	18280.5078	32837.6797	13674.7568
68032	67968	72896	4482.53906	11163.1855	15147.2979	7389.37451
38976	39744	75904	6150.60791	9039.13379	4892.25391	10527.2773
64960	67136	89344	6911.38281	20749.7344	19172.8848	12496.8584
97152	1.00927997e5	1.18271995e5	5816.0166	11936.3154	11913.8086	11004.2275
35904	36224	66624	6475.56738	14221.2168	10704.0352	11457.499
30976	31424	76352	4160.63184	9373.79199	11539.3916	8623.82324
72832	65024	90048	14120.2715	13443.5635	15542.7129	11632.3027
40832	39936	56320	6605.69385	7513.9707	27650.6543	8377.94531
21376	16576	80320	7879.28174	15294.2969	29702.2988	12133.9189
33280	30592	65152	2414.03516	3503.87256	2250.7417	5527.80859
50112	46144	76160	5699.58105	12634.0625	20318.5703	9854.71191
36032	33280	89408	7771.49902	19352.6953	22899.1641	7112.20459
55360	49920	1.12575996e5	7480.29004	14249.5713	58329.168	17889.5352
49984	48832	89472	5209.77783	11662.5283	11006.2168	8937.49805
16704	12480	98688	5716.88037	7342.35938	26003.5625	7839.42041
61184	59328	68864	6220.89697	7982.5459	15941.4463	10403.4395
62336	60288	1.02463996e5	5329.62939	6488.58398	5215.7124	9305.04688
40704	35584	99712	9698.66016	27216.9883	33225.7656	12702.1768
46720	46144	72128	6745.14648	13938.8955	16019.1592	8038.26611
43200	43712	67456	5971.02979	3547.65356	3810.62939	5653.53662
67200	48128	1.17120004e5	4760.66699	17114.709	14368.0605	19135.8848
21312	12736	78720	4151.30859	9072.09863	18218.8066	9563.49609
36864	31744	72000	5812.94385	10768.2354	13107.2568	7197.16602
61184	62208	90432	7668.14746	19346.1953	20986.3574	10611.8896
33600	29568	57984	4862.98242	6904.4707	18426.3047	8305.11621
59072	56704	97088	4852.77344	11995.8887	3575.96167	7691.48926
62080	64640	1.0848e5	4688.86377	16973.2383	22563.5137	13836.9707
61824	58880	1.10847998e5	5049.24268	13130.8379	33174.3008	12435.8281
31488	23744	1.14111996e5	11105.25	15410.6914	30144.4922	12391.8477
56832	53952	1.43167996e5	9352.29199	37191.2305	21672.9609	19371.3887
76800	68928	80896	5225.87012	10956.6973	36732.707	10619.9482
26624	24768	71680	4630.94727	4824.05664	18441.2578	7822.29932
54720	54976	78208	7196.54297	26142.9941	14010.0625	9996.49902
46208	36160	1.33503997e5	7644.78711	17555.8105	27724.4434	15642.9238
52480	51776	1.04255998e5	4400.49072	12839.1191	37669.6523	10917.8486
38400	32832	1.01823997e5	7296.11816	19611.2188	29052.7168	10353.5186
20416	14528	96000	7793.67139	21780.416	30121.6973	10291.8193
23040	16128	54272	1609.31409	4051.99561	16333.4844	6589.73291
27392	22720	85952	5241.03662	10633.6348	24277.0449	7526.63232
46848	45632	75200	4555.72705	5500.06348	18975.0137	8504.53809
77632	76544	94016	3636.37012	8746.43066	22766.9199	13331.2939
34816	33024	59712	3457.95972	6224.37256	870.302429	6678.2373
33792	32128	73408	8030.31494	10137.8145	29772.3301	7118.27637
43008	41088	49536	3781.5708	6079.92285	5673.1958	7473.42041
35392	30976	54656	2881.71558	7208.70459	4369.46729	9275.20312
37760	31232	99072	6150.96338	18843.2324	23603.7031	6605.51709
23744	21696	50112	3063.96216	3382.302	12430.4443	6519.89355
63488	64256	88384	5397.01025	7765.3125	19872.7969	9026.52637
51392	46848	80448	5726.4873	11228.21	21617.8457	6834.65332
19200	15616	58048	1529.229	6214.5752	8548.57227	6429.55176
49280	49600	47296	4220.60449	10049.5176	4852.42871	7986.85938
55040	48704	1.13856006e5	5668.51611	9554.55469	36923.4648	18017.6191
68672	63680	79040	3779.0835	4583.06006	25728.0234	8923.82422
79552	81216	81984	6187.37793	12542.2197	19144.7793	11039.0566
24768	21952	73408	3733.38037	4906.02197	11577.6133	7967.58594
39872	28608	1.37600005e5	5672.02832	12584.9463	28662.0312	16312.1904
41600	25536	1.05216002e5	6322.94287	12220.7588	13915.165	12377.9404
21248	13248	87552	5660.02881	12009.9795	24992.6816	7922.08252
47680	45824	65344	4386.21143	9805.85742	35002.6016	12222.3008
59648	54656	1.30496001e5	7695.39014	15952.9883	24083.2891	10272.7529
80768	82176	1.27040005e5	4062.82715	11298.2021	30808.4746	16706.6035
48128	43200	1.13663995e5	5837.73389	19038.7031	22770.3379	14305.3027
54208	52992	66240	3779.27295	9266.81836	15991.7529	6500.90186
44160	40512	61184	2544.95752	10035.2109	8117.7666	9529.37598
40256	40256	90944	5892.71484	15495.4834	14175.6953	9894.69922
65408	55680	1.26271999e5	7840.87402	21889.8965	24240.9023	11779.2412
29056	27520	58880	5456.00928	4742.23926	25724.3555	8213.64941
43456	26304	1.00927997e5	5935.60254	6142.26904	30662.7422	12545.7656
39808	35456	84992	5561.71338	10341.5449	15370.9766	7453.00732
60416	50560	1.32736003e5	5820.54053	11407.1885	35753.6289	13440.0957
60992	62720	1.06623995e5	7279.44238	17407.9609	23844.916	12034.377
76672	78592	75840	3216.17358	10419.5361	19328.498	10447.0342
80768	79744	97152	8093.1665	14346.7324	14560.2461	11116.9648
48896	46336	95744	6978.55615	15179.3174	19029.0938	8308
29824	28800	59840	2549.54199	5913.9209	10531.6143	5516.88428
59776	62528	1.06239998e5	5862.93164	14279.6562	29379.6367	10381.4043
60288	59968	68160	5803.26758	6888.75977	24980.7598	8284.84766
77248	75328	1.01952004e5	9299.16992	30236.8418	4593.51562	17897.5449
63168	57472	1.09055996e5	5408.43701	16971.2168	27816.2539	10890.9619
47424	47808	1.23456001e5	7001.64209	14742.9824	27820.5312	22397.7461
28608	24320	1.10272002e5	7070.01855	16190.4463	11853.9561	16928.2031
58432	55040	94592	5438.71826	17828.6719	2300.59448	6978.15283
41664	41792	56000	3639.59424	7340.44238	15602.6826	8387.26953
32832	31296	61504	3566.31689	3997.66138	16005.7686	7032.58838
55232	58560	70208	3172.16797	5484.34619	18962.1094	6786.15234
51776	51904	87232	3445.50562	8961.12598	10423.5752	7700.68604
27456	22592	78208	6161.16455	10865.0049	19625.2246	11454.4648
40768	40832	43008	4608.11768	5725.72559	23851.6465	7136.44238
35008	36288	66624	2836.21655	5911.71387	26091.0898	7908.93164
77248	77312	1.28383994e5	5873.53125	11025.2109	12743.499	18397.0625
26752	27072	69248	4358.06396	4354.50928	2839.87744	7017.72754
50304	46592	76416	8386.14355	8968.24805	27755.668	8640.0625
38016	35328	58048	4449.57031	16827.3066	26425.4551	8945.87402
62848	60224	91840	4842.22461	11514.5859	17212.4043	10857.5312
81664	72768	1.21215999e5	14131.6299	18129.1484	21672.5605	11602.7881
18368	13632	63616	5130.10889	3367.02124	34355.0781	7689.51611
43968	40640	73344	4049.83325	13578.8418	17745.4375	9495.0127
40064	38144	76672	5675.07715	13004.7471	12235.0098	13266.0059
47488	45760	55552	3907.36719	3756.47046	8633.57031	7034.68652
30336	23744	1.26655996e5	7602.03223	12006.0918	41566.6484	16903.9219
76160	74048	92864	4236.86963	13172.9863	15809.8447	11985.9805
94720	92480	81088	5154.70215	13656.3467	5365.75244	9629.77734
29568	23424	85440	5633.47461	8468.66211	23288.6484	10999.9414
27584	24064	88704	5203.64355	4982.07861	29028.1094	7128.46533
21568	20992	49216	4190.604	5099.16895	13888.3418	5976.59668
49856	41792	74304	4129.87354	10185.5977	29250.1797	8488.66895
49088	49024	92352	5947.22949	10105.4746	27356.4277	10305.4209
33472	27968	70848	4673.11035	9761.61621	35145.168	10609.0713
43648	42112	71040	4271.71533	8076.86719	15014.8174	7546.92285
62208	57344	82496	5270.95361	14526.3623	16911.875	15496.9961
65792	65536	87744	7160.63623	15579.8525	26531.5879	15938.6582
51520	50624	59392	5109.10742	11756.8428	13548.7822	6936.8501
28864	20800	1.13856006e5	5600.28271	12641.3252	21026.5469	11824.7012
61120	62656	1.03232002e5	7402.89355	17878.3594	8189.22705	13303.1426
71040	57472	91904	4692.80615	15137.0029	42022.2188	18214.9707
77376	72640	1.06623995e5	25489.4922	16002.917	8316.34766	7962.00977
41152	40192	1.15776002e5	5520.32373	8792.39062	32937.8398	9964.41992
41856	43520	88448	5295.91699	14208.2793	19814.5625	11961.9551
49728	50560	54080	3003.14331	4089.34058	20588.2363	6705.84814
17024	14848	82944	4574.88672	6507.12207	15587.8457	8037.03516
76480	74688	94784	8489.87695	18166.7266	1553.81763	15481.4268
29760	24192	70592	3723.24658	12304.1816	20968.8184	8724.14648
43520	40192	1.50976e5	10257.4785	11801.2676	27352.3008	9703.97852
46080	45888	79296	6552.35693	12334.6699	33300.3281	12482.9434
44352	43456	61376	3889.53247	8023.99414	14307.2588	6127.39746
73600	69696	89856	6916.40332	22708.4805	16255.6865	17127.0605
81920	66240	1.40287995e5	10996.5166	24120.6211	26647.7227	22944.209
89856	84672	81664	9322.40723	3536.93286	11679.4854	13606.0234
49408	49152	82880	6733.12012	22946.8613	23427.8105	9112.67676
37120	32384	96896	6398.23926	10280.5264	26362.582	9550.30371
47680	48000	64000	4860.8208	6853.31006	18078.5215	6608.61279
43584	39232	88960	4972.00391	17354.8184	3126.14185	9964.03516
41664	42176	1.01567996e5	7663.25732	5346.07422	28253.1172	9919.24512
81664	72512	99392	4489.41895	5277.00586	21662.8262	13469.3486
30656	27008	75648	5272.17285	8555.02539	25076.6113	9980.75488
21504	19008	89088	5509.08008	9314.24805	18506.1777	7857.58008
66880	65856	59200	5430.69873	12989.3252	23936.0449	11562.7197
26112	18176	95424	5272.22412	19192.4395	8675.06055	11779.79
54784	55296	70016	2975.15479	12748.5449	19828.1055	8825.71973
83456	87616	84096	5463.00537	5343.43896	29759.9473	8593.97754
47808	49152	76736	6452.85547	24042.7871	8949.33496	8508.97266
19776	16640	64896	4177.45215	10646.376	13604.7891	9556.26562
45952	44928	52480	3870.49414	4540.58496	18532.3887	5773.87695
42752	40576	87168	7459.61914	11885.5693	31949.5312	9352.60645
45440	38784	83776	2901.98853	9303.25391	13798.4482	14759.416
