FSC-A	FSC-H	SSC-A	<PE-A>: JAK1	<PerCP-Cy5-5-A>: CD25	<Pacific Blue-A>: pSTAT5	<APC-A>: STAT5
49984	39232	1.49632001e5	8919.88574	25617.0527	52152.8164	16502.4941
71104	57408	1.40864e5	9173.47949	37317.1211	21797.3203	17881.041
58496	45504	1.44127998e5	8289.28223	16144.1846	44659.668	11265.5068
56960	46272	1.32032001e5	5792.81836	8090.37354	36700.3516	11443.2207
32384	30272	80448	4287.60889	17942.2188	24556.3379	7256.75928
58816	58240	85440	6022.11475	16123.2031	23721.4707	12024.0078
95360	93504	1.31263995e5	9881.94531	15135.3506	4501.06641	11625.7275
22400	20352	76160	5620.37598	12477.9609	26032.1211	7002.6792
39808	32896	1.08352005e5	10626.3955	22486.0684	41289.1992	11262.9746
36864	33216	1.2608e5	6728.91846	10694.6719	22983.6309	7926.24219
72448	76224	72256	4539.78467	13843.1855	18456.0723	7934.49854
59456	44992	1.14303994e5	5407.72803	13154.4307	40296.1289	10978.1289
41984	36096	1.22368002e5	5706.63721	14155.3369	23990.4043	12811.2686
49408	51584	84096	4578.42578	4405.04541	18559.5723	7495.45215
50176	51072	66048	3586.32593	7624.36621	11628.7588	6696.646
81664	79360	1.30175996e5	8170.39893	22390.5059	9713.19922	12887.8975
57536	57728	94528	5283.5249	21274.5586	23987.0137	9283.32324
24192	20992	95232	7204.17969	14323.9326	34232.2227	11019.417
64256	60800	1.19040001e5	7552.7251	18303.8125	19587.7129	12916.6641
61312	59712	1.00095999e5	5327.5249	17167.9336	3330.8064	15821.708
36160	38656	53824	2266.58105	3405.66895	11145.124	5984.95215
45120	35968	93376	5786.05811	7267.70703	28394.7559	7259.45264
36800	27200	1.11935997e5	2970.98755	2414.0625	24635.1289	9241.78809
41472	33024	1.09376001e5	5754.05615	12041.9746	19456.2988	10441.7119
36544	30656	88064	3049.89771	10486.8838	10745.042	7551.86865
87296	84608	95744	7923.71533	18964.8926	5992.40771	11290.6963
71360	75072	1.29472006e5	5502.6958	12736.29	22248.2344	13389.1504
32256	27008	1.13792002e5	6394.57373	11344.4775	36708.4375	11974.376
45184	42112	94912	6548.8042	12269.0693	25082.3633	8681.45312
60096	59008	61824	3623.80811	7655.92188	26377.5371	7960.00439
59072	57344	98304	4667.34082	3347.86841	10381.0615	7169.33057
73024	71872	75776	2317.54053	4005.44165	11607.5605	8735.23633
37184	29824	98112	4963.73828	10263.0811	22610.5957	9510.23047
40704	38272	1.23520005e5	9299.35742	24351.8945	13881.3027	12534.2275
70144	62592	80256	4134.7334	5410.79053	26554.1582	9668.36621
34112	34560	74368	3845.44434	5463.37354	15074.0811	7300.40479
37120	35520	86976	4150.8291	2510.91699	26817.1797	6009.26807
48576	46848	78976	5350.86377	9338.79102	22399.4668	10342.1846
22848	16448	87808	4478.09717	6229.41846	28996.6777	12133.1025
78144	78400	81344	5877.02979	14601.9707	18648.5859	10057.6514
43904	43072	63232	2963.77368	3309.67529	31072.4941	7022.0498
60800	55040	1.32544005e5	16416.6074	13622.7617	58992.3203	10726.4492
59840	42496	1.15711999e5	7386.56592	8484.7793	28628.6855	11231.3418
49024	47296	80512	4158.30078	10529.3008	26455.5742	7706.53613
55552	49408	88832	6661.46582	25149.2109	4048.34375	7472.1123
94464	79872	1.15328002e5	4353.3418	21569.1133	7126.08008	11581.9277
43648	37888	81856	4604.52148	21883.6953	27323.8184	9689.73047
77376	79232	98944	4689.17334	9755.02539	28356.2812	10111.707
27264	23808	72256	2873.77393	7847.34033	15066.4014	7704.31836
59072	53440	1.04512e5	7704.57178	16742.834	48413.1875	12162.2041
38528	36608	96512	5270.44482	15279.3857	33934.3359	12188.8301
74560	72320	92608	4966.39209	10591.3135	30816.3496	15960.3037
36160	30272	78208	5891.14453	13685.9404	19705.5645	8081.97998
64128	64320	56832	3618.83203	9420.54883	13698.3965	9555.52441
46656	41728	89152	5294.36328	2887.4585	18718.9121	5105.73145
59776	61376	81408	5655.48096	9685.37305	31880.0312	11414.9658
42624	38336	1.16416001e5	4715.96289	23508.3828	23653.1074	11244.8252
51328	48832	52928	4233.80225	5236.96045	18809.8848	5906.15283
42048	41152	80640	5337.30322	12443.3066	19962.3652	5722.45898
27584	23232	69248	6240.91895	7859.17188	17789.5098	6715.15479
56896	59456	99456	6564.34863	18001.5156	29781.0098	8766.09277
18880	15936	64128	4034.03882	6872.78369	17143.0176	6516.90625
70400	69504	1.14559996e5	5096.68799	16643.4473	26093.6113	10399.8311
72576	67008	1.25119996e5	9980.88379	12459.6982	23251.1484	11959.7998
21888	14464	1.21855998e5	7164.81982	21883.5605	33154.1484	9469.42871
60736	59200	94656	6411.51025	9492.5957	6891.45654	9126.59961
35328	33088	99072	4192.97803	15995.3027	15305.1748	9472.58691
53888	52288	94912	7271.99414	16852.7988	43226.1953	15264.3281
97984	1.02144003e5	78592	4704.99658	23026.4512	9650.28711	16848.3516
31296	28608	57344	2910.13037	11703.125	2678.02295	8730.35254
72384	74176	1.00927997e5	4430.09082	11427.4502	26251.1934	9708.34277
65664	62272	84480	5903.13867	9638.71191	11607.7812	10067.2588
62272	66048	1.01056004e5	3654.02197	6982.79199	1777.04431	5044.48633
45440	45376	68032	5144.43604	8594.15625	6066.86768	8516.28711
57664	44288	1.41440001e5	13967.8467	44490.7227	30914.8828	11017.582
20544	16192	79936	5624.38818	7237.62988	20408.2969	8164.33838
26432	23744	68480	5214.71436	13791.6426	24474.8867	7232.94482
79424	76160	1.32672e5	4036.11743	13043.377	28365.5	12720.7031
51008	44672	1.05087996e5	5658.41113	13041.1396	34171.375	7971.83105
53120	44608	1.43488002e5	6624.61914	8028.13672	21658.6719	10904.0273
47040	45888	1.49888e5	6045.87793	12570.0547	30846.3887	13877.6172
61184	57408	1.55967999e5	6910.28271	15080.5576	47934.1406	11340.3271
76416	70016	1.45984006e5	7532.13965	19186.8145	36096.1094	14201.2959
38528	34624	90048	5100.65479	14060.6953	17137.5352	9527.43066
76800	65472	1.46624002e5	7038.55664	18092.7852	55591.4492	27788.0801
33536	31680	48896	2496.98975	1863.54871	22402.8242	7414.84229
43776	37824	1.55903997e5	10998.1787	29780.9922	35419.082	17394.0469
54784	47168	1.14624e5	5641.68115	9788.57812	39692.2344	12633.3643
26432	22656	94208	5202.52148	14341.6924	36345.7148	7837.0957
53888	52096	1.40799999e5	7716.53711	15422.4004	28255.5312	15716.3623
46720	40384	1.25696003e5	8700.72852	17565.4258	29068.3281	14955.4414
54784	56576	1.29856003e5	8192.28027	14514.1494	2647.21729	13677.3896
28352	25216	89408	6592.22363	18885.4473	16498.6328	6115.86768
60480	63232	67904	2224.27954	6881.44189	12659.0527	7239.49121
41216	38912	58688	3887.1416	8833.30273	5448.01562	6631.41455
27264	27904	64768	2224.47559	4314.96533	23071.9355	7338.04639
47168	47232	82688	7655.90771	21109.0195	26608.4277	9210.73242
36352	30144	1.03615999e5	4312.51318	19093.5508	14700.543	6150.38721
63232	65280	82112	6695.07568	9550.72949	34976.0703	8449.95117
75968	66176	1.15199995e5	4479.34082	4271.59619	16544.4707	9467.89258
39424	33152	1.14624e5	5843.13623	7456.50391	28439.8203	8407.51367
70656	68480	1.0848e5	4300.33398	6540.57129	23592.9043	7545.44482
52224	48640	1.37728e5	6469.05127	18580.334	14185.1348	9375.49023
65792	68608	1.16543996e5	5145.08203	9230.84961	22286.1777	6625.80615
28736	25152	1.09311998e5	6130.55273	5894.72998	19627.2871	7667.35742
54400	42304	96000	4638.01465	6133.89453	35856.9375	7684.75391
66752	63616	69056	3974.59277	6241.34082	15061.6641	7136.07324
49536	37952	1.53471994e5	5379.86035	19762.5781	13321.3379	16857.5762
32640	24064	83392	3921.65161	10141.2764	20736.3027	5501.03906
44864	40768	80768	5630.17432	17164.6504	7488.23633	11883.2549
49664	49472	47936	1572.0365	4367.05566	8293.48242	5886.44336
25728	24320	53120	2964.96655	11807.8252	8343.10742	4419.22119
80960	76032	1.34208e5	9073.68848	24001.8691	29683.0977	22463.5352
41728	42432	94208	5133.41797	9816.93555	18333.4453	7018.60449
29248	19648	95680	6383.14014	6807.68652	29683.6094	13399.0088
35520	33728	83456	5708.14648	6831.41943	24937.0488	8179.34082
25088	21376	77376	4237.46436	14935.583	20491.6914	9227.69922
36608	29888	88896	7707.83301	10102.3994	35320.5195	8285.69238
26816	23488	73920	6443.61914	9733.02344	22177.7559	6041.7959
72576	68352	1.03551996e5	4994.61621	17008.9883	28233.4043	7816.22656
77952	75264	1.11039996e5	4782.46191	21735.373	27457.3711	15882.9492
66944	48192	1.26592004e5	8626.07129	14552.4766	72780.5234	19571.1641
64192	59904	1.08096004e5	5874.06982	13352.9805	7694.69482	10460.5107
65344	63424	68352	3433.34766	9756.37207	18686.4492	5470.40186
61248	57984	1.05599999e5	3828.65308	10752.7559	3539.43994	12431.541
36864	28672	1.00992e5	6879.16016	13344.1191	30374.9473	13973.0693
86208	83008	1.22112e5	6610.12305	16651.9824	31415.4961	11044.4326
72768	64768	1.03936005e5	3155.78979	13761.7979	17265.709	13994.8535
62272	64384	77120	5767.77783	12452.8418	19131.5781	8848.92969
45248	32704	1.28831995e5	8661.9082	21183.2305	15854.3594	13490.751
67712	68416	87232	6368.15918	18911.3984	13528.2168	6570.28027
56704	55040	1.55327997e5	9103.64941	10596.5029	19630.75	9491.22656
64512	55040	1.41183996e5	7022.90967	23342.8711	57557.7812	13841.6484
47936	43904	1.04703999e5	6744.40674	14400.4209	40287.2188	13520.2588
78080	69888	1.29087996e5	2895.59985	22236.5723	10167.6836	10024.1494
59776	53440	58432	3156.60205	3143.09326	23217.5273	6303.67432
59584	59840	69632	2536.84302	5843.25732	10909.7295	8214.4668
72192	75520	82752	7110.45361	11770.8252	2914.78369	9969.16309
57088	50176	1.27743995e5	6426.88965	16825.043	27639.0293	15666.2275
40384	34752	88768	4289.97559	10400.0537	23769.5703	10009.248
50624	47872	56064	3590.8833	4617.39697	23720.6836	7764.0293
96640	88960	85056	4518.69873	2967.50366	31309.6016	9633.27246
64256	65088	95808	2497.67993	7127.11865	17335.4219	10913.208
81088	79488	1.01696002e5	5557.34277	6117.51367	25741.6113	7809.13232
50176	44224	1.12127995e5	7081.37646	15432.0742	14269.6094	13656.2295
28736	26368	88832	7094.82617	6624.18311	35146.5742	7406.29639
63616	56960	1.09951997e5	4973.34131	9359.9541	39072.4297	16083.3691
53952	49472	1.05151999e5	6897.0835	18109.0488	17961.7578	12837.8916
86528	78208	1.25696003e5	5855.83154	13217.1123	41562.5312	13192.5752
84032	82048	89344	6038.90283	12039.5283	18473.3281	14203.4639
45696	42368	89856	5566.95068	13524.9395	24202.373	8410.05469
84672	85056	86464	4708.01709	11182.4092	14632.9902	9186.84961
91264	84096	97280	5607.01807	19852.4961	9664.90625	12392.7217
44864	33088	1.26784003e5	6766.25977	31376.248	14188.5742	14561.416
69760	73664	1.24544001e5	5284.75049	17360.4473	22303.3438	11164.0527
61632	56256	1.15072e5	5800.78369	20566.8809	4694.93213	11476.6025
49280	48000	1.19360006e5	6388.93701	9724.55859	26671.709	11258.082
44288	36288	51584	5260.06982	12125.8926	5741.74219	6870.21484
31808	24000	1.38880003e5	5959.44775	15564.793	26113.459	9095.87988
45440	37504	70336	4504.51709	10452.9316	7457.30469	7312.84619
22336	17216	80832	2156.85962	4421.81348	10218.3438	6966.1377
75328	70656	91712	4203.07471	5820.0376	39203.9531	8942.8877
66880	52608	1.10080004e5	7315.63574	22171.1484	18171.6465	17234.6426
39360	31040	1.16224003e5	5161.42529	8586.8584	14594.3164	12123.4424
46080	44224	1.06112003e5	7191.54395	6739.35986	16943.4102	6350.24219
38208	30976	1.26719999e5	7673.85645	12801.3623	35726.0273	15192.4717
54144	53440	1.07263994e5	5808.10205	7442.99609	13459.8779	8410.36816
28864	20736	1.09951997e5	8621.5752	24367.7852	29151.1211	9702.58496
73472	78080	75072	2883.46729	8444.74023	15974.543	7702.28809
76672	75648	1.02911997e5	6038.53955	14492.8955	30613.6836	8193.93262
65984	62016	1.53664007e5	7235.60059	18826.8867	18913.3379	13296.3506
51904	49088	1.14175999e5	7866.14844	16060.5088	25958.7441	14193.9639
43136	37440	1.04384005e5	8321.4043	18197.9707	39063.0938	10125.7324
29376	22464	67392	3798.58252	5000.17188	20914.9102	10131.5098
90240	82112	96000	2138.30884	15124.3027	6666.75	7673.97852
29376	20928	91840	4025.68262	6042.12695	7429.96533	5950.19678
68032	56832	1.02592003e5	4852.95312	3506.78687	32842.0664	11819.083
32704	27776	93056	4494.16113	12282.9658	28362.9844	6706.55957
44160	41600	55936	2762.27954	4890.82666	13328.9805	6646.83838
60032	60864	1.41631994e5	7953.73047	11906.915	34512.9766	12025.4453
47104	45056	92992	5441.16992	8648.28613	22251.4512	9045.14941
31936	23424	1.20063996e5	7888.99072	10890.4756	1041.02466	11018.9854
90304	87040	83584	6010.8418	11242.7471	27601.7969	8777.65137
65344	56512	1.39839994e5	7969.86914	17065.8633	27894.0684	16384.8652
62144	58688	1.50847998e5	7156.49219	27403.5879	1210.23328	15767.3232
39872	33856	93056	6100.77881	18762.9121	35779.8633	9747.40918
42368	37568	1.07456005e5	5707.69531	13141.377	14801.0381	10757.6094
72192	75200	62400	3964.53296	9460.25586	21252.7871	6491.02344
63424	65472	76864	1568.78027	3063.42554	583.345398	5277.07959
56896	54464	1.49440002e5	8673.03125	25014.4316	21532.0527	15990.9189
79040	75136	86912	4269.76807	5379.35059	14401.5703	8110.89404
35456	32192	1.39584005e5	4418.18311	16289.0244	29725.3145	12012.1045
66688	60288	1.12831998e5	8564.76562	20926.4023	40528.2031	10936.6631
17472	15680	64064	3910.77954	8934.45996	20293.375	4851.3623
52288	55808	74816	5310.09668	11212.9795	23007.6719	10664.6064
33856	27648	1.15840006e5	9056.78125	11796.7178	37655.3984	12115.7119
41280	39552	79808	3501.87622	4222.79492	13577.5693	8334.90039
30848	28096	98816	5944.0498	11243.0703	25143.1797	11624.3193
50368	47424	88320	5926.92627	9848.47461	42948.2695	13546.998
25280	20160	74816	6757.87109	15870.6807	26160.9766	7106.27588
42048	40064	88640	2448.93188	11001.5293	12752.2705	6986.76855
17472	13760	69376	4414.58789	7693.46875	22307.2012	7592.06982
40832	42624	83328	6979.80273	8667.37988	36629.3867	10275.5674
42624	40000	94784	5582.28125	18254.2188	32776.668	7306.71924
22912	16768	1.09376001e5	5352.43994	13593.4619	26581.748	10924.1045
51328	47104	87616	5477.69141	11405.5254	22229.6602	10514.6738
53632	48576	1.57247996e5	9282.78418	15091.3271	26309.8242	10077.2783
35008	33280	63744	2855.43262	4475.44482	13266.5908	6638.60205
59072	57600	56832	2651.13135	7746.85205	15437.6211	7954.02197
64768	60992	91584	5027.52588	7898.97119	24853.8086	10726.8428
37184	30464	1.01183999e5	7059.77734	18128.8926	23741.498	11929.5654
80576	76928	1.36575997e5	6984.5293	16039.8408	5604.17285	11050.1738
40000	34432	96064	3925.45068	5396.70947	28373.3027	10736.6953
23488	17344	99648	6109.96582	15257.8818	32045.4746	10133.6318
24768	24384	74688	2611.95361	7027.00977	33893.4922	8560.32422
51456	47744	78976	4933.54102	7183.59277	17638.9316	6332.09912
47232	46336	81664	2223.10181	5882.40918	17512.1797	6095.96289
48384	50240	76608	7294.67383	15895.0771	29570.0918	10673.9004
25792	18624	1.13919997e5	6739.49512	10044.1914	14680.9814	8780.63672
46144	35264	98624	4477.33057	9231.78516	13190.2939	9605.11523
55296	54912	84416	3864.42456	8201.71094	22010.2344	8489.19238
86208	88576	71232	4381.65088	8576.49121	33208.5312	8868.56934
28928	23488	56320	3188.90381	3022.85254	21580.6797	4864.94482
95104	92096	81472	6189.78564	10163.8145	34769.9727	10960.2881
94848	87104	92608	10019.9463	6800.91016	3210.00806	15137.7939
51648	52992	83264	5048.69434	9838.6748	20635.3945	10126.1973
76928	77376	67392	1670.24475	9059.82715	3528.19849	6240.6792
32960	29952	72128	3803.55933	5630.52637	15315.8457	9350.99219
31808	27904	1.10976005e5	5526.65674	5962.75146	13263.0615	7631.16211
69952	62400	1.00544e5	6348.32764	24871.1328	9131.87305	12415.084
83776	80448	93248	5420.37109	7646.56836	5793.67432	11431.9482
45184	45056	97920	7271.35986	8227.875	45492.9531	18874.3691
58816	57664	55104	3534.39893	4484.63867	12630.1914	3806.32764
34432	26560	1.10272002e5	8535.2832	8928.58594	45019.8672	10596.2305
52800	51072	87488	4778.97363	8184.65332	19606.4766	8511.3584
62272	52096	1.17823994e5	11413.6592	25234.5371	36893.0664	9910.22559
30720	27392	79168	4485.46973	8037.57959	17389.2695	6598.89258
43584	38464	81088	4152.05713	14730.5381	27111.1504	8600.98828
70656	66560	89984	3694.03369	9731.25098	18187.4121	14736.1904
40576	36864	48192	2533.14771	5219.24512	16919.1914	5038.6084
64000	66560	1.06496e5	9543.98535	10086.3594	26916.166	10524.9893
50752	53248	96512	7968.28223	20768.0918	9121.23145	8855.18164
48000	44032	96448	4360.91748	6575.77881	19101.6836	8549.66504
24640	17984	81216	4971.98291	7419.75049	24180.8203	9132.86621
57984	54912	1.06175995e5	6224.83887	22554.5	6383.53711	10334.0146
54400	49088	88384	3917.59351	14011.3174	744.952698	11872.8418
42880	33728	97536	6558.4126	16599.0918	8128.5459	10703.5117
43072	42048	74496	4702.9082	9448.53223	17725.9375	7523.07715
75072	70144	94336	7593.18066	15101.4941	14817.4453	12839.5127
35648	34560	1.00544e5	5294.43408	5490.39111	28709.9766	10177.2578
62592	53056	1.07071996e5	8546.86426	24449.9258	13099.9092	10780.8877
41920	44160	65152	2615.96631	2854.61597	14175.374	5536.60254
66752	64768	75840	4210.44336	19743.0234	5750.24219	5320.76807
33152	30976	49664	6319.84082	8813.11621	19403.8809	6414.19873
72128	67648	1.06944001e5	16098.2402	12920.6348	10200.8652	10510.4502
56832	52800	94464	5098.43994	5314.18604	4577.58643	8280.86426
30464	26880	1.00223994e5	5003.78076	5900.99463	18417.3906	7674.03906
48896	48960	42368	2696.62549	4086.35718	13597.707	4935.16748
40448	39808	81088	3080.16113	8456.81348	7628.8501	8124.71338
44032	44864	65216	3514.59546	2800.10376	8787.70605	5183.6748
86976	89536	1.09951997e5	5700.05908	7563.59326	6682.7085	11714.4482
43392	39680	74560	2299.04419	13237.6201	7548.05566	9797.53223
62272	61952	61696	4125.60596	7435.93408	18115.9707	8738.4834
42176	39872	74752	5326.43555	12800.8281	28626.1641	7260.08936
49472	48896	82176	4631.4751	5163.96484	16056.0244	9656.80566
68544	63168	1.12448001e5	20769.3027	16145.3037	37795.8008	13214.0273
59776	57600	1.03807998e5	6789.34961	11227.6045	8745.5	13667.0781
52608	50496	58112	3994.13452	15049.8945	3001.26001	6955.37451
79744	80192	1.01248002e5	5855.72852	10465.3916	25278.3867	9862.34473
41728	31616	1.30239999e5	4688.12451	6330.48242	14505.0811	12362.5137
51072	44672	92288	4322.26318	3906.02783	18219.6797	10139.0117
36736	32320	86784	7448.91943	22720.1465	18054.5566	8135.70898
66176	64576	1.01504004e5	5736.71338	20774.2285	31931.1113	10201.5889
48832	42304	73472	3824.21411	5143.88086	21501.127	6962.50684
64640	56704	1.10207999e5	8213.30273	26226.1602	6772.95898	15436.21
55488	44416	1.13152003e5	6010.71338	11454.0586	21993.9688	13657.7637
53568	50048	72128	5437.40869	6800.32178	10986.1758	6111.94971
39680	39424	75904	5306.08838	13725.2031	15935.6846	9280.875
41088	37632	85888	3498.30127	6361.37891	30683.1133	11401.0391
37120	34688	66112	3904.01636	11112.7939	11946.8691	9381.61816
67776	56896	1.23775995e5	4628.71045	20921.8652	14141.3584	10922.2236
62080	56576	1.19807995e5	5629.9043	12247.1611	19985.75	8815.90137
36736	34816	72448	4474.0415	13473.6426	15100.6035	11177.3828
62656	61184	82944	5213.24121	12401.6543	20630.3438	9861.24609
73280	66496	1.35552001e5	8444.67871	33868.1523	9069.68457	13066.1221
43840	41216	1.22112e5	7654.59375	7624.61719	28337.3418	8674.43457
64576	67840	1.21024001e5	7677.75146	19462.0801	29455.3164	14424.2822
63168	59136	1.24671996e5	8945.83594	24429.2812	26067.9199	7537.06396
36864	29888	77952	4629.20703	3818.48584	7359.66406	6254.71631
25792	26176	78592	4877.18652	6647.32422	26865.6875	7985.42285
45952	46592	1.24671996e5	7109.04053	11971.6484	9925.54199	8558.51562
44864	37952	70080	5042.24756	13559.4814	29464.3105	7955.20166
76608	75072	97472	2965.79346	10814.3662	5763.32617	12850.3105
81728	81152	1.19936001e5	8325.97266	20711.0898	46316.2148	21013.4082
44864	34752	1.49183998e5	7652.14111	14932.6797	21428.9043	12223.4453
68288	64576	1.10143995e5	8722.26465	10488.8135	20401.2148	13621.29
33344	33856	49472	5050.96875	5807.09912	26351.4062	7344.59863
51264	48320	1.06816006e5	8837.07715	20677.5859	14238.2051	10242.1836
32064	32768	1.12960005e5	4138.15186	4442.14404	27154.3477	14851.793
61440	60928	68992	5892.55371	10134.4639	20977.1953	7730.66016
67008	65344	1.00479996e5	3862.71021	10029.5537	693.001526	7605.72119
32576	33600	70976	4369.33008	9242.78809	16213.7812	6952.14209
41984	32960	1.33568001e5	7045.1123	17378.3457	47856.3477	20263.1426
27200	24192	1.05791998e5	7759.01025	19046.1133	25574.6797	8749.53613
35776	26112	1.15328002e5	4584.72412	14191.125	36475.9336	15537.9346
89920	85184	1.14175999e5	8124.24268	3814.43481	52554.0156	13171.2676
40768	38208	64832	4688.8208	6748.45068	2468.32983	10390.0244
43776	39104	70016	4433.09473	6319.0752	9060.58496	7438.72363
18432	13120	84544	2752.91968	5947.42822	16334.9189	6780.17529
54592	43584	92992	3375.51025	16093.9121	10767.8135	8681.81445
59776	63040	1.31327999e5	7097.70117	15884.7734	40846.0547	14570.5342
44160	44800	93504	3889.75537	7114.93457	19820.291	8589.79785
39232	34048	98496	7165.28271	7020.05518	33724.3984	8137.98389
79552	65280	1.38496006e5	8961.20801	25035.9512	26457.2969	11312.9395
65600	64064	1.21280003e5	5975.85596	22822.6602	26883.2246	15924.8066
33024	26944	79040	4958.03662	9078.03613	16903.3086	6010.88574
31104	24960	66624	6497.1582	7584.49805	30299.1504	8349.03809
39040	35328	67456	3309.10571	2895.60864	23116.1113	7054.10889
65088	61056	92096	4375.40088	10876.5625	17369.4434	13346.3594
56768	55232	1.02336001e5	4857.0166	7056.55176	18573.8164	9198.85742
52672	48192	79808	2687.21582	6031.34961	23382.4375	11341.6416
35392	30656	1.18016005e5	6089.80469	10618.6689	31514.6113	12286.0645
28544	23744	75584	6049.95996	14842.6338	9347.63379	8039.42871
26112	24896	77632	4387.14062	13024.9033	16216.8682	6801.47754
35328	34240	76544	3907.37671	3149.85181	9901.62012	6405.01709
66368	69568	1.24608004e5	13268.6973	13802.8604	15624.2217	8171.12305
27392	26688	54144	3537.0437	5735.87988	14483.8672	5327.23047
69952	68608	1.06368005e5	5407.59375	13753.876	23480.3984	11852.6279
72256	62272	1.42911997e5	7851.55273	24438.1074	27152.8926	18391.707
33536	34304	65088	2978.21045	7450.46094	4673.44385	5778.72412
53440	53888	86912	3843.33325	7890.83154	18068.832	12786.4844
33920	25856	1.11935997e5	5550.01953	9654.32227	50293.1719	10859.5635
18624	17024	53568	1750.17883	4141.88672	15620.292	6987.98242
28672	22080	78528	5673.3335	9208.8877	25963.9688	7200.1377
64512	64320	1.00800002e5	5433.7998	10557.9619	27538.9707	7545.78076
39424	35392	89536	4809.40381	4586.11328	8221.57227	7307.04443
25344	18688	64384	3865.17163	7355.82031	21407.8008	8510.90137
42688	37696	71424	5189.59473	4298.05762	35827.9375	5828.76562
37824	37312	69888	4467.1748	6814.45361	15830.6582	6922.98291
33088	25600	1.13215995e5	8005.61475	16128.5625	31153.7949	12611.0781
35904	34432	97792	5305.52881	8349.44043	19234.4492	7268.81982
38272	36544	58240	3936.74243	11617.2773	6968.01074	8000.58789
58240	60032	71296	3360.82642	6438.94922	23274.5918	5985.18115
76736	76032	92416	7642.41309	13454.5273	22168.9688	10277.4844
24832	20096	83584	5326.60986	15070.6484	14427.4648	10038.3252
39040	39040	69568	4320.68652	6514.60547	44168.2773	11028.793
31360	29376	66496	5245.61572	10291.1006	15863.7998	5887.88477
56704	55680	94272	5600.1123	5871.99707	42829.8203	11242.6572
40448	40320	91776	6988.00342	17793.0742	37463.582	13424.7432
53312	53312	72320	5942.0376	16271.4375	12052.1562	7879.104
44800	43200	1.05791998e5	6317.42383	8623.24414	26715.3066	13238.9502
34944	28736	71232	3528.83008	6340.28223	14752.9404	4990.41113
31424	27264	88640	3750.41895	18585.8457	10288.5742	12286.1689
37184	36096	1.07711995e5	5915.72217	9999.86035	29060.7363	8145.13232
45824	44608	84416	5446.47119	7483.69531	13414.8486	8630.98926
41088	36928	88320	7508.97168	15391.209	23135.752	12021.6943
55872	40000	1.32224e5	9653.41895	27092.9883	32185.9648	18559.3203
43840	36736	98240	6819.94238	19935.3496	23622.875	11477.4453
44416	38272	1.35552001e5	6999.38818	7473.49805	36422.1328	7926.75928
59520	58368	97536	5787.12988	23457.4102	9763.56348	10270.1699
43136	35968	1.24671996e5	6198.77979	20719.0293	21430.8555	13619.8369
77312	63744	1.18527996e5	8850.95898	24397.377	16759.2969	10882.9492
47232	44864	84288	7197.61816	20075.9492	6465.77588	6304.34619
32704	29120	76928	5376.26465	7314.53467	27900.0723	8344.08105
50112	47232	1.25823998e5	7448.91064	22672.4629	40732.1172	10595.0576
16448	13952	75392	7100.74023	10359.7998	25043.793	6737.32227
44416	40576	1.32736003e5	7081.01855	20701.2031	13046.2295	15227.4326
50560	46016	1.09568e5	4908.79736	7967.28906	22326.627	9863.50879
52288	53952	93184	5955.74219	16453.4805	16579.1172	9560.60547
50752	50432	1.08415997e5	5716.99463	10260.2793	20252.1211	9731.57227
35520	32256	98432	10496.0176	18425.5234	48102.7422	9239.6748
43456	41920	71552	3706.13696	11382.7119	21793.5059	18046.8262
29312	24896	1.00287998e5	6802.95166	9057.7002	38651.3594	10063.3906
56512	56960	74432	7067.31885	14279.3408	4289.97559	7530.68359
41152	41152	64832	3787.8811	5388.00391	14618.9873	6665.51221
24320	22784	67072	3893.14844	4866.19385	13598.249	6252.84033
40256	33728	1.22112e5	7109.65625	19826.5684	3220.71313	10832.0195
27776	24704	79872	5126.66309	12206.499	3893.052	10346.376
51328	41856	1.21280003e5	5378.17822	16586.8496	23334.3809	12089.7842
32960	30272	71104	4714.99414	13117.417	10635.6592	9156.59668
29696	24832	83328	4631.55615	14641.3467	28204.5215	7686.02881
55040	47616	85696	5333.7251	12082.333	18845.3984	9144.44629
34752	33280	55872	2472.28003	4014.36841	12116.8633	4361.65576
55360	51648	1.21151996e5	5562.60742	14425.2188	24841.1445	10605.0576
38208	31104	90496	4918.22803	2742.39282	1105.64124	6913.37646
72704	65280	1.01760006e5	5478.40283	12506.5723	19520.4453	9763.59961
43712	39296	1.36383998e5	5688.07861	17080.1328	20127.4629	11510.7637
43264	43200	99712	6277.73828	7400.854	10803.2773	8168.56152
56064	48512	1.42400002e5	10341.083	23471.5469	7010.49512	17972.127
69120	66176	92608	4650.37256	14311.4971	21711.4473	15962.2354
29440	25856	92032	3541.74634	3831.45874	15989.3604	9101.11621
55168	53440	61824	4235.2832	9834.63574	20157.7832	6890.75195
37952	37056	89280	5664.76904	10900.8154	33237.168	8586.18262
58752	56960	79168	5776.89355	13887.627	17201.2383	15293.6201
59072	53312	99776	5895.80225	7148.57031	33876.6953	8985.50586
87168	77824	1.27807999e5	6743.24365	13338.6592	45512.7578	15408.8271
38464	35520	79808	5780.18604	11089.4824	24502.2832	7244.44043
59520	55808	79616	4275.61963	11828.459	14294.6855	5296.73438
30912	19840	1.24287999e5	5322.92432	11100.9277	30806.3301	15993.2334
58048	43840	1.25311995e5	6886.05469	15530.6006	21706.4941	12725.6338
